OBJECTID,COMID_NHDv,HUC6,NT_Taxa,GNIS_NAME
41075,11878308,51302,2,
41076,11878314,51302,4,
41077,11878316,51302,4,
41078,11878320,51302,6,
41079,11878324,51302,3,
41080,11878328,51302,6,
41081,11878330,51302,2,
41082,11878332,51302,4,
41083,11878334,51302,3,
41084,11878340,51302,1,
41085,11878352,51302,1,
41086,11878354,51302,6,
41087,11878360,51302,3,
41088,11878370,51302,1,
41089,11878374,51302,2,
41090,11878376,51302,2,
41091,11878378,51302,2,
41092,11878380,51302,1,
41093,11878384,51302,3,
41094,11878386,51302,3,
41095,11878400,51302,2,
41096,11878402,51302,1,
41097,11878404,51302,1,
41098,11878406,51302,3,
41099,11878412,51302,1,
41100,11878420,51302,1,
41101,11878424,51302,1,
41102,11878426,51302,4,
41103,11878436,51302,14,
41104,11878438,51302,1,
41105,11878442,51302,1,
41106,11878444,51302,3,
41107,11878452,51302,1,
41108,11878462,51302,1,
41109,11878464,51302,4,
41110,11878466,51302,3,
41111,11878468,51302,6,
41112,11878478,51302,3,
41113,11878482,51302,2,
41114,11878616,51302,3,
41115,11878628,51302,1,
41116,11878646,51302,1,
41117,11878648,51302,4,
41118,11878656,51302,4,
41119,11878662,51302,4,
41120,11878664,51302,7,
41121,11878666,51302,3,
41122,11878668,51302,2,
41123,11878670,51302,4,
41124,11878674,51302,1,
41125,11878676,51302,5,
41126,11878678,51302,1,
41127,11878682,51302,3,
41128,11878692,51302,1,
41129,11878696,51302,1,
41130,11878704,51302,1,
41131,11878712,51302,2,
41132,11878716,51302,2,
41133,11878724,51302,1,
41134,11878728,51302,5,
41135,11878734,51302,4,
41136,11878752,51302,1,
41137,11878756,51302,1,
41138,11878764,51302,1,
41139,11878794,51302,5,
41140,11878800,51302,4,
41141,11878806,51302,4,
41142,11878808,51302,6,
41143,11878812,51302,1,
41144,11878816,51302,1,
41145,11878826,51302,4,
41146,11878844,51302,13,
41147,11878852,51302,2,
41148,11878860,51302,3,
41149,11878870,51302,1,
41150,11878878,51302,25,
41151,11878884,51302,2,
41152,11878892,51302,2,
41153,11878894,51302,8,
41154,11878900,51302,2,
41155,11878908,51302,1,
41156,11878914,51302,1,
41157,11878918,51302,5,
41158,11878920,51302,2,
41159,11878930,51302,13,
41160,11878940,51302,10,
41161,11878950,51302,2,
41162,11878968,51302,2,
41163,11878970,51302,7,
41164,11878974,51302,5,
41165,11878982,51302,2,
41166,11879548,51302,2,
41167,11879558,51302,2,
41168,11879568,51302,3,
41169,11879570,51302,1,
41170,11879572,51302,1,
41171,11879582,51302,1,
41172,11879596,51302,3,
41173,11879616,51302,1,
41174,11879620,51302,1,
41175,11879624,51302,1,
41176,11879632,51302,1,
41177,11879636,51302,1,
41178,11879662,51302,4,
41179,11879666,51302,1,
41180,11879676,51302,2,
41181,11879692,51302,2,
41182,11879694,51302,7,
41183,11879726,51302,1,
41184,11879746,51302,1,
41185,11879748,51302,1,
41186,11879754,51302,3,
41187,11879764,51302,1,
41188,11879772,51302,1,
41189,11879780,51302,4,
41190,11879786,51302,3,
41191,11879798,51302,1,
41192,11879812,51302,1,
41193,11879816,51302,1,
41194,11879826,51302,1,
41195,11879828,51302,1,
41196,11879844,51302,5,
41197,11879846,51302,1,
41198,11879850,51302,2,
41199,11879866,51302,2,
41200,11879872,51302,1,
41201,11879888,51302,1,
41202,11879902,51302,5,
41203,11879904,51302,2,
41204,11879906,51302,7,
41205,11879916,51302,2,
41206,11879918,51302,15,
41207,11879924,51302,2,
41208,11879926,51302,2,
41209,11879942,51302,1,
41210,11879964,51302,4,
41211,11879966,51302,1,
41212,11879968,51302,1,
41213,11879980,51302,1,
41214,11879984,51302,1,
41215,11879992,51302,1,
41216,11880002,51302,4,
41217,11880006,51302,2,
41218,11880010,51302,1,
41219,11880026,51302,3,
41220,11880030,51302,2,
41221,11880036,51302,11,
41222,11880052,51302,1,
41223,11880054,51302,1,
41224,11880058,51302,15,
41225,11880064,51302,1,
41226,11880068,51302,1,
41227,11880080,51302,1,
41228,11880092,51302,1,
41229,11880094,51302,1,
41230,11880096,51302,1,
41231,11880098,51302,2,
41232,11880102,51302,1,
41233,11880104,51302,1,
41234,11880136,51302,1,
41235,11880144,51302,1,
41236,11880146,51302,2,
41237,11880162,51302,1,
41238,11880182,51302,1,
41239,11880218,51302,2,
41240,11880226,51302,1,
41241,11880232,51302,1,
41242,11880246,51302,1,
41243,11880254,51302,1,
41244,11880272,51302,1,
41245,11880278,51302,1,
41246,11880286,51302,1,
41247,11880292,51302,1,
41248,11880296,51302,1,
41249,11880308,51302,1,
41250,11880310,51302,7,
41251,11880312,51302,1,
41252,11880318,51302,1,
41253,11880320,51302,3,
41254,11880322,51302,2,
41255,11880326,51302,4,
41256,11880344,51302,1,
41257,11880346,51302,1,
41258,11880354,51302,1,
41259,11880356,51302,1,
41260,11880370,51302,1,
41261,11880372,51302,1,
41262,11880382,51302,2,
41263,11880392,51302,2,
41264,11880394,51302,2,
41265,11880400,51302,1,
41266,11880404,51302,1,
41267,11880410,51302,1,
41268,11880430,51302,1,
41269,11880434,51302,1,
41270,11880460,51302,1,
41271,11880466,51302,1,
41272,11880470,51302,1,
41273,11880484,51302,1,
41274,11880490,51302,1,
41275,11880512,51302,4,
41276,11880520,51302,2,
41277,11880526,51302,1,
41278,11880646,51302,1,
41279,11880648,51302,1,
41280,11880650,51302,3,
41281,11880654,51302,1,
41282,11880656,51302,3,
41283,11880660,51302,1,
41284,11880662,51302,10,
41285,11880664,51302,2,
41286,11880666,51302,1,
41287,11880670,51302,3,
41288,11880672,51302,4,
41289,11880684,51302,2,
41290,11880686,51302,1,
41291,11880690,51302,1,
41292,11880692,51302,1,
41293,11880694,51302,3,
41294,11880696,51302,2,
41295,11880698,51302,1,
41296,11880708,51302,9,
41297,11880710,51302,9,
41298,11880714,51302,2,
41299,11880720,51302,4,
41300,11880722,51302,3,
41301,11880726,51302,1,
41302,11880730,51302,1,
41303,11880734,51302,7,
41304,11880736,51302,3,
41305,11880748,51302,12,
41306,11880750,51302,4,
41307,11880752,51302,16,
41308,11880754,51302,1,
41309,11880756,51302,4,
41310,11880758,51302,5,
41311,11880760,51302,1,
41312,11880762,51302,21,
41313,11880764,51302,4,
41314,11880766,51302,1,
41315,11880768,51302,4,
41316,11880770,51302,1,
41317,11880774,51302,2,
41318,11880778,51302,1,
41319,11880784,51302,2,
41320,11880786,51302,1,
41321,11880790,51302,3,
41322,11880794,51302,4,
41323,11880798,51302,2,
41324,11880806,51302,1,
41325,11880826,51302,1,
41326,11880832,51302,2,
41327,11880834,51302,1,
41328,11880842,51302,3,
41329,11880850,51302,4,
41330,11880854,51302,2,
41331,11880858,51302,2,
41332,11880860,51302,5,
41333,11880874,51302,2,
41334,11880882,51302,5,
41335,11880896,51302,3,
41336,11880918,51302,4,
41337,11880954,51302,1,
41338,11880958,51302,5,
41339,11880970,51302,1,
41340,11880972,51302,1,
41341,11880986,51302,2,
41342,11881002,51302,11,
41343,11881004,51302,6,
41344,11881020,51302,3,
41345,11881030,51302,12,
41346,11881044,51302,7,
41347,11881048,51302,4,
41348,11881060,51302,3,
41349,11881074,51302,7,
41350,11881078,51302,12,
41351,11881086,51302,2,
41352,11881088,51302,12,
41353,11881098,51302,3,
41354,11881100,51302,1,
41355,11881104,51302,5,
41356,11881112,51302,29,
41357,11881120,51302,1,
41358,11881124,51302,4,
41359,11881128,51302,4,
41360,11881140,51302,7,
41361,11881148,51302,1,
41362,11881166,51302,2,
41363,11881180,51302,1,
41364,11881188,51302,2,
41365,11881196,51302,3,
41366,11881206,51302,6,
41367,11881208,51302,5,
41368,11881210,51302,1,
41369,11881226,51302,1,
41370,11881238,51302,2,
41371,11881260,51302,1,
41372,11881280,51302,4,
41373,11881284,51302,2,
41374,11881316,51302,1,
41375,11881322,51302,1,
41376,11881324,51302,1,
41377,11881330,51302,1,
41378,11881348,51302,3,
41379,11881358,51302,2,
41380,11881390,51302,4,
41381,11881392,51302,6,
41382,11881398,51302,2,
41383,11881408,51302,1,
41384,11881422,51302,4,
41385,11881680,51302,2,
41386,11881684,51302,1,
41387,11881686,51302,2,
41388,11881688,51302,1,
41389,11881692,51302,1,
41390,11881694,51302,6,
41391,11881700,51302,2,
41392,11881704,51302,3,
41393,11881714,51302,1,
41394,11881718,51302,6,
41395,11881722,51302,1,
41396,11881728,51302,4,
41397,11881732,51302,10,
41398,11881740,51302,1,
41399,11881742,51302,1,
41400,11881748,51302,5,
41401,11881756,51302,5,
41402,11881766,51302,7,
41403,11881768,51302,7,
41404,11881772,51302,8,
41405,11881778,51302,1,
41406,11881780,51302,2,
41407,11881798,51302,6,
41408,11881802,51302,3,
41409,11881806,51302,4,
41410,11881808,51302,9,
41411,11881812,51302,6,
41412,11881814,51302,2,
41413,11881816,51302,3,
41414,11881820,51302,1,
41415,11881824,51302,7,
41416,11881834,51302,1,
41417,11881838,51302,2,
41418,11881840,51302,2,
41419,11881842,51302,6,
41420,11881844,51302,11,
41421,11881848,51302,6,
41422,11881852,51302,2,
41423,11881858,51302,2,
41424,11881866,51302,3,
41425,11881868,51302,1,
41426,11881870,51302,2,
41427,11881872,51302,1,
41428,11881876,51302,5,
41429,11881880,51302,8,
41430,11881882,51302,4,
41431,11881884,51302,2,
41432,11881964,51302,1,
41433,11881968,51302,6,
41434,11881984,51302,8,
41435,11882000,51302,1,
41436,11882004,51302,2,
41437,11882010,51302,7,
41438,11882012,51302,9,
41439,11882016,51302,10,
41440,11882026,51302,2,
41441,11882028,51302,1,
41442,11882040,51302,3,
41443,11882042,51302,5,
41444,11882048,51302,1,
41445,11882058,51302,2,
41446,11882060,51302,1,
41447,11882064,51302,3,
41448,11882078,51302,1,
41449,11882544,51302,1,
41450,11882562,51302,3,
41451,11882582,51302,1,
41452,11882594,51302,1,
41453,11882596,51302,1,
41454,11882624,51302,1,
41455,11882626,51302,1,
41456,11882632,51302,1,
41457,11882634,51302,1,
41458,11882636,51302,3,
41459,11882638,51302,2,
41460,11882646,51302,1,
41461,11882648,51302,1,
41462,11882650,51302,1,
41463,11882662,51302,1,
41464,11882670,51302,1,
41465,11882672,51302,1,
41466,11882678,51302,1,
41467,11882686,51302,1,
41468,11882700,51302,1,
41469,11882704,51302,2,
41470,11882710,51302,1,
41471,11882712,51302,2,
41472,11882714,51302,1,
41473,11882726,51302,1,
41474,11882732,51302,3,
41475,11882736,51302,1,
41476,11882744,51302,2,
41477,11882746,51302,1,
41478,11882754,51302,2,
41479,11882756,51302,3,
41480,11882760,51302,1,
41481,11882762,51302,1,
41482,11882764,51302,2,
41483,11882792,51302,2,
41484,11882794,51302,9,
41485,11882806,51302,4,
41486,11882830,51302,2,
41487,11882840,51302,1,
41488,11882846,51302,2,
41489,11882848,51302,1,
41490,11882850,51302,1,
41491,11882856,51302,2,
41492,11882872,51302,1,
41493,11882878,51302,2,
41494,11882886,51302,1,
41495,11882892,51302,1,
41496,11882894,51302,7,
41497,11882896,51302,1,
41498,11882898,51302,1,
41499,11882904,51302,4,
41500,11882922,51302,2,
41501,11882936,51302,1,
41502,11882938,51302,7,
41503,11882944,51302,4,
41504,11882950,51302,2,
41505,11882990,51302,1,
41506,11882992,51302,1,
41507,11883006,51302,2,
41508,11883008,51302,2,
41509,11883012,51302,1,
41510,11883016,51302,1,
41511,11883022,51302,4,
41512,11883034,51302,1,
41513,11883068,51302,1,
41514,11883074,51302,1,
41515,11883076,51302,1,
41516,11883080,51302,1,
41517,11883116,51302,1,
41518,11883124,51302,1,
41519,11883130,51302,2,
41520,11883132,51302,2,
41521,11883136,51302,1,
41522,11883152,51302,1,
41523,11883162,51302,1,
41524,11883166,51302,21,
41525,11883184,51302,1,
41526,11883190,51302,2,
41527,11883198,51302,5,
41528,11883208,51302,2,
41529,11883216,51302,3,
41530,11883226,51302,2,
41531,11883230,51302,2,
41532,11883236,51302,3,
41533,11883240,51302,4,
41534,11883242,51302,1,
41535,11883254,51302,1,
41536,11883256,51302,4,
41537,11883272,51302,1,
41538,11883286,51302,2,
41539,11883296,51302,1,
41540,11883300,51302,1,
41541,11883316,51302,2,
41542,11883326,51302,1,
41543,11883334,51302,5,
41544,11883338,51302,3,
41545,11883342,51302,2,
41546,11883356,51302,3,
41547,11883358,51302,3,
41548,11883374,51302,1,
41549,11883388,51302,1,
41550,11883390,51302,1,
41551,11883404,51302,1,
41552,11883410,51302,1,
41553,11883412,51302,1,
41554,11883436,51302,1,
41555,11883440,51302,1,
41556,11883442,51302,1,
41557,11883446,51302,1,
41558,11883458,51302,2,
41559,11883462,51302,2,
41560,11883490,51302,4,
41561,11883502,51302,1,
41562,11883506,51302,4,
41563,11883514,51302,1,
41564,11883590,51302,2,
41565,11883618,51302,1,
41566,11883634,51302,1,
41567,11883658,51302,1,
41568,11883700,51302,1,
41569,11883748,51302,1,
41570,11883758,51302,1,
41571,11883774,51302,2,
41572,11883812,51302,4,
41573,11883816,51302,2,
41574,11883826,51302,7,
41575,11883832,51302,1,
41576,11883840,51302,1,
41577,11883888,51302,1,
41578,11883898,51302,2,
41579,11883926,51302,1,
41580,11883948,51302,3,
41581,11883974,51302,1,
41582,11883980,51302,1,
41583,11883982,51302,1,
41584,11884004,51302,1,
41585,11884012,51302,1,
41586,11884026,51302,1,
41587,11884036,51302,1,
41588,11884042,51302,1,
41589,11884058,51302,2,
41590,11884062,51302,1,
41591,11884080,51302,3,
41592,11884086,51302,1,
41593,11884108,51302,1,
41594,11884208,51302,1,
41595,11884212,51302,2,
41596,11884216,51302,1,
41597,11884218,51302,2,
41598,11884222,51302,1,
41599,11884238,51302,1,
41600,11884240,51302,1,
41601,11884244,51302,3,
41602,11884246,51302,2,
41603,11884258,51302,3,
41604,11884266,51302,1,
41605,11884268,51302,3,
41606,11884270,51302,2,
41607,11884274,51302,4,
41608,11884282,51302,1,
41609,11884288,51302,1,
41610,11884290,51302,1,
41611,11884292,51302,2,
41612,11884298,51302,1,
41613,11884308,51302,3,
41614,11884310,51302,1,
41615,11884312,51302,1,
41616,11884320,51302,2,
41617,11884322,51302,2,
41618,11884324,51302,2,
41619,11884336,51302,1,
41620,11884338,51302,4,
41621,11884342,51302,4,
41622,11884346,51302,2,
41623,11884350,51302,3,
41624,11884356,51302,3,
41625,11884362,51302,1,
41626,11884376,51302,3,
41627,11884380,51302,1,
41628,11884384,51302,2,
41629,11884388,51302,1,
41630,11884392,51302,3,
41631,11884394,51302,10,
41632,11884396,51302,2,
41633,11884400,51302,1,
41634,11884416,51302,1,
41635,11884434,51302,1,
41636,11884456,51302,2,
41637,11884462,51302,1,
41638,11884478,51302,2,
41639,11884482,51302,3,
41640,11884484,51302,1,
41641,11884486,51302,1,
41642,11884488,51302,2,
41643,11884490,51302,2,
41644,11884492,51302,3,
41645,11884510,51302,1,
41646,11884528,51302,1,
41647,11884548,51302,1,
41648,11884550,51302,3,
41649,11884582,51302,2,
41650,11884584,51302,3,
41651,11884586,51302,1,
41652,11884592,51302,1,
41653,11884600,51302,1,
41654,11884602,51302,1,
41655,11884608,51302,1,
41656,11884626,51302,2,
41657,11884654,51302,4,
41658,11884660,51302,1,
41659,11884670,51302,2,
41660,11884678,51302,2,
41661,11884696,51302,3,
41662,11884704,51302,3,
41663,11884712,51302,3,
41664,11884720,51302,8,
41665,11884726,51302,1,
41666,11884736,51302,1,
41667,11884752,51302,1,
41668,11884774,51302,1,
41669,11884780,51302,1,
41670,11884782,51302,3,
41671,11884788,51302,34,
41672,11884856,51302,1,
41673,11884866,51302,1,
41674,11884870,51302,1,
41675,11884890,51302,2,
41676,11888730,51302,6,
41677,11888856,51302,5,
41678,11888858,51302,1,
41679,11895118,51100,1,
41680,11895126,51100,1,
41681,11895152,51100,9,
41682,11895186,51100,8,
41683,11895552,51100,1,
41684,11895554,51100,5,
41685,11895556,51100,1,
41686,11895572,51100,1,
41687,11895580,51100,4,
41688,11895588,51100,1,
41689,11895594,51100,3,
41690,11895598,51100,2,
41691,11895600,51100,1,
41692,11895602,51100,4,
41693,11895604,51100,4,
41694,11895610,51100,1,
41695,11895632,51100,1,
41696,11895644,51100,4,
41697,11895662,51100,1,
41698,11895664,51100,1,
41699,11895678,51100,2,
41700,11895688,51100,1,
41701,11895698,51100,1,
41702,11895712,51100,4,
41703,11895746,51100,1,
41704,11895748,51100,3,
41705,11895754,51100,6,
41706,11895756,51100,9,
41707,11895760,51100,1,
41708,11895762,51100,2,
41709,11895768,51100,2,
41710,11895778,51100,1,
41711,11895792,51100,1,
41712,11895796,51100,1,
41713,11895798,51100,6,
41714,11895804,51100,1,
41715,11895808,51100,1,
41716,11895820,51100,1,
41717,11895876,51100,1,
41718,11895894,51100,3,
41719,11895926,51100,1,
41720,11895952,51100,1,
41721,11895974,51100,2,
41722,11896008,51100,2,
41723,11896016,51100,1,
41724,11896032,51100,1,
41725,11896036,51100,5,
41726,11896038,51100,1,
41727,11896084,51100,3,
41728,11896102,51100,2,
41729,11896128,51100,14,
41730,11896148,51100,3,
41731,11896152,51100,1,
41732,11896160,51100,1,
41733,11896166,51100,1,
41734,11896174,51100,2,
41735,11896218,51100,1,
41736,11896256,51100,1,
41737,11896354,51100,2,
41738,11896360,51100,1,
41739,11896366,51100,1,
41740,11896368,51100,1,
41741,11896378,51100,2,
41742,11896386,51100,5,
41743,11896398,51100,1,
41744,11896410,51100,1,
41745,11896416,51100,2,
41746,11896436,51100,2,
41747,11896438,51100,3,
41748,11896452,51100,8,
41749,11896482,51100,6,
41750,11896486,51100,1,
41751,11896490,51100,2,
41752,11896500,51100,6,
41753,11896504,51100,1,
41754,11896510,51100,2,
41755,11896518,51100,2,
41756,11896528,51100,2,
41757,11896532,51100,1,
41758,11896534,51100,2,
41759,11896552,51100,1,
41760,11896558,51100,1,
41761,11896616,51100,1,
41762,11896648,51100,2,
41763,11896652,51100,2,
41764,11896658,51100,3,
41765,11896694,51100,1,
41766,11896698,51100,1,
41767,11896700,51100,2,
41768,11896704,51100,1,
41769,11896752,51100,1,
41770,11896812,51100,1,
41771,11896828,51100,1,
41772,11896840,51100,1,
41773,11896876,51100,1,
41774,11896878,51100,1,
41775,11896908,51100,1,
41776,11896920,51100,10,
41777,11896938,51100,1,
41778,11896944,51100,1,
41779,11896946,51100,10,
41780,11896950,51100,1,
41781,11896954,51100,1,
41782,11896960,51100,10,
41783,11896972,51100,2,
41784,11896974,51100,1,
41785,11896982,51100,1,
41786,11897020,51100,1,
41787,11897022,51100,1,
41788,11897056,51100,2,
41789,11897072,51100,1,
41790,11897098,51100,1,
41791,11897102,51100,1,
41792,11897104,51100,1,
41793,11897126,51100,2,
41794,11897166,51100,1,
41795,11897232,51100,1,
41796,11897242,51100,1,
41797,11897244,51100,2,
41798,11897246,51100,4,
41799,11897274,51100,2,
41800,11897288,51100,1,
41801,11897304,51100,6,
41802,11897306,51100,1,
41803,11897316,51100,1,
41804,11897326,51100,4,
41805,11897334,51100,13,
41806,11897354,51100,2,
41807,11897364,51100,1,
41808,11897366,51100,1,
41809,11897388,51100,3,
41810,11897394,51100,1,
41811,11897400,51100,1,
41812,11897420,51100,1,
41813,11897426,51100,1,
41814,11897444,51100,2,
41815,11897448,51100,1,
41816,11897478,51100,1,
41817,11897490,51100,1,
41818,11897494,51100,1,
41819,11897498,51100,5,
41820,11897500,51100,2,
41821,11897504,51100,4,
41822,11897508,51100,1,
41823,11897510,51100,7,
41824,11897514,51100,1,
41825,11897520,51100,4,
41826,11897522,51100,1,
41827,11897536,51100,4,
41828,11897552,51100,1,
41829,11897566,51100,2,
41830,11897576,51100,1,
41831,11897586,51100,3,
41832,11897594,51100,1,
41833,11897600,51100,3,
41834,11897606,51100,3,
41835,11897608,51100,2,
41836,11897620,51100,1,
41837,11897624,51100,1,
41838,11897628,51100,1,
41839,11897630,51100,1,
41840,11897646,51100,1,
41841,11897662,51100,2,
41842,11897670,51100,2,
41843,11897678,51100,2,
41844,11897698,51100,5,
41845,11897704,51100,6,
41846,11897706,51100,1,
41847,11897712,51100,1,
41848,11897720,51100,1,
41849,11897730,51100,3,
41850,11897748,51100,1,
41851,11897754,51100,2,
41852,11897766,51100,3,
41853,11897780,51100,3,
41854,11897794,51100,2,
41855,11897806,51100,7,
41856,11897808,51100,4,
41857,11897810,51100,2,
41858,11897820,51100,1,
41859,11897824,51100,6,
41860,11897834,51100,9,
41861,11897836,51100,4,
41862,11897838,51100,1,
41863,11897840,51100,1,
41864,11897846,51100,5,
41865,11897866,51100,1,
41866,11897872,51100,1,
41867,11897874,51100,3,
41868,11897976,51100,1,
41869,11897986,51100,1,
41870,11897998,51100,2,
41871,11898046,51100,1,
41872,11898048,51100,7,
41873,11898100,51100,5,
41874,11898110,51100,7,
41875,11898116,51100,2,
41876,11898118,51100,3,
41877,11898134,51100,1,
41878,11898146,51100,2,
41879,11898702,51100,3,
41880,11898718,51100,5,
41881,11898760,51100,4,
41882,11898766,51100,1,
41883,11898768,51100,5,
41884,11898776,51100,5,
41885,11898782,51100,2,
41886,11898786,51100,2,
41887,11898790,51100,1,
41888,11898794,51100,2,
41889,11898810,51100,3,
41890,11898812,51100,5,
41891,11898814,51100,3,
41892,11898816,51100,8,
41893,11898818,51100,3,
41894,11898820,51100,4,
41895,11898822,51100,1,
41896,11898826,51100,1,
41897,11898832,51100,3,
41898,11898840,51100,2,
41899,11898860,51100,1,
41900,11898862,51100,1,
41901,11898972,51100,1,
41902,11898990,51100,1,
41903,11899006,51100,4,
41904,11905502,20600,1,
41905,11905530,20600,1,
41906,11905548,20600,1,
41907,11905584,20600,1,
41908,11905590,20600,1,
41909,11905594,20600,1,
41910,11905604,20600,1,
41911,11905636,20600,1,
41912,11905638,20600,1,
41913,11905650,20600,1,
41914,11905670,20600,1,
41915,11905678,20600,1,
41916,11905684,20600,1,
41917,11905688,20600,1,
41918,11905708,20600,3,
41919,11905726,20600,1,
41920,11905728,20600,1,
41921,11905734,20600,3,
41922,11905750,20600,1,
41923,11905760,20600,2,
41924,11905770,20600,1,
41925,11905772,20600,1,
41926,11905778,20600,1,
41927,11905800,20600,3,
41928,11905824,20600,1,
41929,11905876,20600,1,
41930,11906014,20600,1,
41931,11906036,20600,1,
41932,11906042,20600,1,
41933,11906056,20600,1,
41934,11906062,20600,1,
41935,11906178,20600,2,
41936,11906180,20600,1,
41937,11906184,20600,2,
41938,11906188,20600,1,
41939,11906190,20600,1,
41940,11906192,20600,2,
41941,11906200,20600,1,
41942,11906230,20600,1,
41943,11906254,20600,2,
41944,11906282,20600,1,
41945,11906292,20600,2,
41946,11906316,20600,1,
41947,11906322,20600,1,
41948,11906324,20600,1,
41949,11906398,20600,1,
41950,11906404,20600,1,
41951,11906414,20600,2,
41952,11907220,20600,1,
41953,11907242,20600,1,
41954,11907296,20600,1,
41955,11907314,20600,1,
41956,11907326,20600,1,
41957,11907330,20600,2,
41958,11907478,20600,1,
41959,11907726,20600,1,
41960,11907738,20600,1,
41961,11907758,20600,2,
41962,11907766,20600,1,
41963,11907780,20600,1,
41964,11907816,20600,1,
41965,11907818,20600,1,
41966,11907880,20600,1,
41967,11907906,20600,1,
41968,11907908,20600,1,
41969,11907928,20600,1,
41970,11907970,20600,1,
41971,11907984,20600,1,
41972,11907990,20600,1,
41973,11908036,20600,2,
41974,11908052,20600,1,
41975,11908054,20600,1,
41976,11908078,20600,1,
41977,11908116,20600,1,
41978,11908134,20600,2,
41979,11908294,20600,1,
41980,11908308,20600,1,
41981,11908314,20600,1,
41982,11908320,20600,1,
41983,11908326,20600,2,
41984,11908332,20600,1,
41985,11908340,20600,1,
41986,11908358,20600,1,
41987,11908376,20600,1,
41988,11908400,20600,1,
41989,11908430,20600,2,
41990,11908460,20600,1,
41991,11908466,20600,1,
41992,11908474,20600,1,
41993,11908478,20600,1,
41994,11908518,20600,2,
41995,11908520,20600,1,
41996,11908588,20600,1,
41997,11908698,20600,1,
41998,11908782,20600,1,
41999,11909096,20600,1,
42000,11909142,20600,1,
42001,11909194,20600,1,
42002,11909202,20600,1,
42003,11909256,20600,1,
42004,11909262,20600,1,
42005,11909292,20600,1,
42006,11909440,20600,1,
42007,11909442,20600,1,
42008,11909534,20600,1,
42009,11909634,20600,1,
42010,11909650,20600,2,
42011,11909652,20600,1,
42012,11909662,20600,3,
42013,11909756,20600,1,
42014,11909758,20600,1,
42015,11909770,20600,1,
42016,11911838,20600,1,
42017,11911852,20600,2,
42018,12032551,30501,1,
42019,12032569,30501,1,
42020,12032581,30501,1,
42021,12032583,30501,4,
42022,12032585,30501,1,
42023,12032587,30501,2,
42024,12032601,30501,1,
42025,12032605,30501,1,
42026,12032609,30501,1,
42027,12032611,30501,3,
42028,12032641,30501,1,
42029,12032657,30501,1,
42030,12032659,30501,1,
42031,12032667,30501,1,
42032,12032675,30501,1,
42033,12032677,30501,1,
42034,12032679,30501,4,
42035,12032683,30501,5,
42036,12032685,30501,1,
42037,12032693,30501,1,
42038,12032697,30501,1,
42039,12032701,30501,2,
42040,12032703,30501,2,
42041,12032707,30501,1,
42042,12032709,30501,1,
42043,12032715,30501,1,
42044,12032719,30501,2,
42045,12032721,30501,3,
42046,12032725,30501,1,
42047,12032735,30501,3,
42048,12032743,30501,2,
42049,12032745,30501,2,
42050,12032749,30501,1,
42051,12032765,30501,3,
42052,12032767,30501,1,
42053,12032769,30501,1,
42054,12032773,30501,5,
42055,12032787,30501,4,
42056,12032791,30501,1,
42057,12032793,30501,3,
42058,12032795,30501,2,
42059,12032799,30501,3,
42060,12032803,30501,1,
42061,12032807,30501,2,
42062,12032821,30501,1,
42063,12032823,30501,1,
42064,12032835,30501,1,
42065,12032837,30501,1,
42066,12032847,30501,1,
42067,12032851,30501,6,
42068,12032857,30501,1,
42069,12032859,30501,1,
42070,12032861,30501,3,
42071,12032863,30501,1,
42072,12032865,30501,1,
42073,12032871,30501,1,
42074,12032875,30501,2,
42075,12032883,30501,1,
42076,12032885,30501,2,
42077,12032891,30501,3,
42078,12032901,30501,1,
42079,12032937,30501,1,
42080,12032939,30501,3,
42081,12032947,30501,6,
42082,12033121,30501,1,
42083,12033155,30501,1,
42084,12033157,30501,1,
42085,12033165,30501,1,
42086,12033169,30501,1,
42087,12033171,30501,1,
42088,12033173,30501,1,
42089,12033183,30501,1,
42090,12033185,30501,1,
42091,12033193,30501,1,
42092,12033215,30501,1,
42093,12033217,30501,2,
42094,12033227,30501,2,
42095,12033235,30501,2,
42096,12033245,30501,1,
42097,12033255,30501,3,
42098,12033259,30501,2,
42099,12033279,30501,1,
42100,12033289,30501,1,
42101,12033297,30501,2,
42102,12033305,30501,1,
42103,12033333,30501,1,
42104,12033335,30501,1,
42105,12033337,30501,1,
42106,12033339,30501,2,
42107,12033349,30501,2,
42108,12033353,30501,1,
42109,12033357,30501,1,
42110,12033361,30501,2,
42111,12033365,30501,1,
42112,12034169,30501,1,
42113,12034179,30501,1,
42114,12034185,30501,1,
42115,12034189,30501,2,
42116,12034191,30501,3,
42117,12034195,30501,1,
42118,12034199,30501,5,
42119,12034201,30501,3,
42120,12034203,30501,3,
42121,12034205,30501,6,
42122,12034209,30501,3,
42123,12034213,30501,3,
42124,12034215,30501,4,
42125,12034219,30501,1,
42126,12034221,30501,1,
42127,12034225,30501,4,
42128,12034237,30501,6,
42129,12034239,30501,1,
42130,12034241,30501,1,
42131,12034243,30501,2,
42132,12034251,30501,2,
42133,12034253,30501,1,
42134,12034255,30501,3,
42135,12034257,30501,2,
42136,12034259,30501,5,
42137,12034263,30501,6,
42138,12034265,30501,1,
42139,12034267,30501,4,
42140,12034269,30501,4,
42141,12034271,30501,1,
42142,12034273,30501,3,
42143,12034275,30501,1,
42144,12034279,30501,1,
42145,12034285,30501,1,
42146,12034287,30501,1,
42147,12034291,30501,3,
42148,12034293,30501,4,
