OBJECTID,COMID_NHDv,HUC6,NT_Taxa,GNIS_NAME
21120,8720391,30102,2,Dry Creek
11189,6886294,50500,1,Brannon Branch
35376,10476573,30102,1,
39820,11583134,30102,5,Coppahaunk Swamp
11984,6892044,50500,3,
8692,4505302,20700,1,Lewis Mill Branch
15867,8522917,20802,2,Lapsley Run
8817,4506596,20700,1,
11795,6891426,50500,1,
20230,8678649,30101,1,Big Beaver Island Creek
11339,6887118,50500,11,Cranberry Creek
14040,8433424,20700,1,Three Springs Run
19733,8673767,30101,1,Marrowbone Creek
45917,14637355,60102,2,North Fork Clinch River
14588,8467243,20801,2,Rocky Branch
11986,6892054,50500,1,Hodges Creek
12232,6908163,50500,11,Norris Run
32069,9896356,20801,5,France Swamp
11693,6890030,50500,1,Old Field Creek
20381,8679665,30101,6,Buffalo Creek
16985,8548901,20802,1,
15420,8506426,20801,1,
59143,22338735,20700,2,
11158,6886048,50500,2,
15706,8521901,20802,4,
16108,8525019,20802,2,
8885,4507064,20700,1,Rock Run
11930,6891876,50500,3,
16068,8524691,20802,3,Sugar Run
46121,14639081,60102,1,Russell Creek
12164,6907735,50500,1,Fivemile Creek
55739,19752943,60101,1,Paperville Creek
46001,14637819,60102,8,Liberty Creek
55885,19754561,60101,1,Sinking Creek
18634,8629041,30101,2,Lick Fork
30053,9248574,30401,1,Silas Creek
11145,6885964,50500,3,Dobbins Creek
10669,5908461,20700,1,
16468,8539039,20802,3,Laurel Run
16705,8545173,20802,1,
42753,12049982,30101,2,
8686,4505198,20700,1,Frostown Branch
14532,8466769,20801,1,
21668,8742437,30102,1,Beddingfield Creek
59537,22539854,60102,7,Indian Creek
59382,22340491,20700,2,
11960,6891972,50500,9,Little Gap Creek
30081,9248938,30401,1,Beaverdam Creek
11515,6888826,50500,2,Flag Pond Branch
15098,8493340,20801,2,Cobbins Creek
11708,6890084,50500,1,
16492,8539251,20802,2,
14897,8478258,20801,1,
19436,8671461,30101,1,
17652,8609877,20802,1,Boston Branch
10537,5896172,20700,6,
17322,8572743,20802,1,
18070,8625225,30101,1,Orrix Creek
16928,8548519,20802,2,Silver Creek
19641,8672995,30101,2,Marrowbone Creek
11094,6885630,50500,8,Cedar Run
20983,8718559,30102,1,Gravelly Run
19325,8653280,30101,3,Buffalo Creek
17924,8623737,30101,3,Oslin Creek
17125,8551209,20802,1,Phelps Branch
55856,19754243,60101,3,Dry Creek
16100,8524969,20802,1,Mill Creek
20540,8695207,30101,3,Fall Creek
16805,8546643,20802,1,Crooked Creek
16327,8526875,20802,1,Corner Branch
8886,4507074,20700,1,Thomas Branch
46061,14638407,60102,1,Elk Garden Creek
39806,11583004,30102,4,Otterdam Swamp
32271,10065793,20802,1,
11781,6891082,50500,3,
11684,6889994,50500,9,
35085,10460623,30102,2,
32310,10066373,20802,1,Crooked Branch
19860,8674707,30101,2,Polebridge Creek
15566,8520541,20802,2,
29936,9247168,30401,1,Brier Creek
35630,10479651,30102,3,
14537,8466799,20801,2,
13797,8408255,20403,1,
35653,10479763,30102,6,Bethel Creek
11585,6889392,50500,2,Beaverdam Creek
11290,6886836,50500,1,
45871,14364264,20700,1,Horseshoe Creek
45864,14363970,20700,1,Monroe Run
35791,10482973,30102,2,Mall Creek
14817,8476616,20801,1,
12299,6908593,50500,8,Greenbrier Branch
11394,6887884,50500,2,Laurel Run
35854,10484617,30102,8,
19536,8672233,30101,5,Sandy Creek
11593,6889430,50500,1,Brush Creek
8742,4505950,20700,1,
59635,22540200,60102,1,Old Town Creek
30281,9250908,30401,1,Stony Fork
59379,22340461,20700,1,Gupton Run
21564,8741153,30102,8,Allen Creek
11633,6889724,50500,2,
20685,8698957,30101,1,Marlowe Creek
17465,8575185,20802,1,
17491,8577473,20802,1,
10667,5908455,20700,2,Tunnel Branch
2166,1088453,50702,5,Pound Branch
15778,8522381,20802,1,
18390,8628081,30101,3,Mason Creek
45830,14362984,20700,1,Collier Run
11472,6888480,50500,1,Blue Spring Creek
11168,6886108,50500,3,
16146,8525327,20802,1,Meadow Branch
17628,8608335,20802,6,
16934,8548563,20802,1,Mill Dam Creek
46542,14641797,60102,1,White Creek
17951,8623977,30101,1,South Fork Goose Creek
60023,932070118,20700,1,Mine Run Branch
11524,6888926,50500,1,Lewis Fork
15082,8492726,20801,2,
16815,8546771,20802,7,
14026,8433096,20700,2,
32235,10064673,20802,2,Parson Creek
59609,22540120,60102,4,Little Creek
20837,8701457,30101,1,Cobbs Creek
14223,8445414,20700,4,Roseville Run
11841,6891558,50500,2,Glade Creek
11575,6889320,50500,1,Kings Branch
11617,6889596,50500,1,Mud Creek
15872,8522939,20802,1,
8709,4505554,20700,1,
17627,8608329,20802,1,
16145,8525315,20802,2,Rolands Run Branch
30244,9250708,30401,1,Elk Creek
2093,1087877,50702,1,Elkhorn Creek
2069,1087661,50702,1,
13843,8412433,20403,3,Coldkall Creek
16966,8548761,20802,1,
16074,8524745,20802,1,Hamilton Branch
29622,9243952,30401,1,Lovills Creek
21824,8745537,30102,1,Corduroy Swamp
11982,6892040,50500,1,Boone Creek
14628,8468427,20801,3,Entry Run
14399,8462106,20801,1,Cobbs Creek
20809,8701261,30101,4,Lynch Creek
17176,8566389,20802,1,
29654,9244122,30401,3,Clarks Creek
20212,8678561,30101,1,Pinch Gut Creek
45842,14363114,20700,1,Trading Run
13745,8401361,20801,1,Beaverdam Creek
9193,4531089,20700,1,
55757,19753055,60101,1,Cedar Creek
1977,1086805,50702,2,Morgan Branch
12405,6909919,50500,3,Kimberling Creek
17557,8607103,20802,1,
15759,8522213,20802,4,Downy Branch
35504,10478693,30102,4,
16413,8538335,20802,2,Daddy Run
32318,10066523,20802,1,Morris Creek
11415,6888028,50500,1,Muskrat Branch
16983,8548881,20802,5,Swapping Camp Creek
14890,8477874,20801,1,Marshy Swamp
12095,6906937,50500,1,Bear Creek
9247,4534333,20700,1,
11858,6891602,50500,2,Pine Swamp Creek
14190,8444818,20700,2,Wheat Spring Branch
59154,22338817,20700,6,
30171,9250394,30401,1,North Fork Reddies River
11070,6885466,50500,2,
14707,8475064,20801,1,Sluice Creek
14194,8444842,20700,2,
14713,8475178,20801,1,Ruin Branch
16548,8539631,20802,1,Gordons Run
14310,8450154,20700,1,
46163,14639337,60102,6,Castle Run
39793,11582850,30102,3,Second Swamp
16927,8548511,20802,1,Mill Creek
17426,8574575,20802,1,Mill Creek
32093,9897166,20801,1,
14345,8456624,20801,5,
8890,4507154,20700,1,
17197,8566615,20802,1,
9051,4509198,20700,1,
55506,19751227,60101,8,Rowland Creek
16737,8545799,20802,1,
46071,14638759,60102,1,Sepulcher Creek
17760,8610817,20802,1,Camp Branch
16294,8526717,20802,5,
10965,6884476,50500,2,Burks Run
14652,8468575,20801,1,
17753,8610713,20802,1,
46203,14639569,60102,1,Cove Creek
35471,10478439,30102,4,Sawyers Creek
20643,8696217,30101,1,Pumpkin Creek
21364,8725461,30102,1,Mill Swamp
15440,8506646,20801,1,
16021,8524373,20802,1,
10920,6884154,50500,1,Brush Creek
16490,8539221,20802,1,Alone Mill Creek
8878,4507024,20700,2,
42798,12058540,20403,1,Walls Landing Creek
8877,4507022,20700,5,
15636,8521313,20802,2,
16690,8544933,20802,1,
14833,8476814,20801,7,
46551,14641849,60102,1,Williams Creek
15112,8493698,20801,1,Fleets Creek
2228,1089563,50702,1,Steel Fork
14772,8476204,20801,1,
29837,9246044,30401,1,Cody Creek
15010,8489988,20801,1,Mason Swamp
29839,9246086,30401,1,East Prong Little Yadkin River
13780,8403575,20801,3,Tunnels Mill Branch
11731,6890194,50500,5,
14419,8464813,20801,1,Wet and Dry Branch
14184,8444714,20700,1,
16747,8545923,20802,1,
42761,12050150,30101,7,
16360,8526983,20802,2,Pickles Branch
35359,10475897,30102,3,
16820,8546819,20802,4,Carter Creek
14331,8450726,20700,1,
15537,8508800,20801,1,
17670,8610099,20802,1,Ducker Creek
16742,8545833,20802,1,Mill Creek
30161,9250364,30401,2,West Prong Roaring River
15880,8522987,20802,4,Dry Branch
161,437252,50702,1,Right Fork Sandy Huff Branch
18680,8629251,30101,1,Bradshaw Creek
32301,10066265,20802,1,East Run
32176,10061429,20802,1,Brandy Branch
10681,5908519,20700,3,
18606,8628945,30101,1,North Fork Blackwater River
59494,22539392,60102,16,Station Creek
55839,19754127,60101,1,Possum Creek
35206,10461875,30102,3,Cricket Swamp
20073,8677303,30101,2,Town Creek
11737,6890266,50500,2,Jones Creek
39807,11583008,30102,1,Otterdam Swamp
35716,10480157,30102,2,Bethel Creek
15886,8523023,20802,1,
12012,6892176,50500,3,
16588,8539805,20802,2,
15763,8522221,20802,2,Lick Run
35740,10482271,30102,2,Milltail Creek
19937,8675079,30101,2,Little Dan River
19355,8657352,30101,2,Little Island Creek
9017,4509002,20700,1,
16854,8547247,20802,1,
2130,1088157,50702,6,
20978,8718477,30102,1,Arthur Swamp
32388,10069137,20802,1,Green Swamp Creek
14001,8431466,20700,2,Constant Run
14037,8433304,20700,1,
12003,6892110,50500,2,Aho Branch
20552,8695359,30101,4,Double Creek
21137,8722431,30102,2,Nottoway Swamp
14407,8464695,20801,2,
55709,19752443,60101,2,Gentry Creek
11742,6890300,50500,2,
11906,6891764,50500,3,
17165,8552415,20802,1,Dreaming Creek
11488,6888572,50500,2,West Dry Run Fork
2126,1088141,50702,1,Bad Creek
56155,19762494,60101,7,Nordyke Creek
18798,8631389,30101,1,Story Creek
11911,6891784,50500,1,
17954,8624003,30101,1,South Fork Goose Creek
11401,6887938,50500,1,
30454,9252262,30401,6,Cedar Creek
11134,6885914,50500,2,Dodd Creek
20519,8694957,30101,3,Carlton Creek
13972,8423698,20700,4,Strait Creek
55694,19752389,60101,6,Comers Creek
11724,6890158,50500,2,Roaring Fork
11126,6885862,50500,12,
59263,22339507,20700,5,
2054,1087497,50702,1,
18321,8627323,30101,3,Maggodee Creek
19518,8672127,30101,4,Tanyard Creek
17329,8572825,20802,9,Readers Branch
30231,9250630,30401,1,North Prong Lewis Fork
17260,8567305,20802,5,
18629,8629025,30101,2,Lick Fork
11114,6885808,50500,5,Pine Creek
14282,8448828,20700,2,Broad Run
56069,19761872,60101,12,Logan Creek
1966,1086745,50702,3,Powell Creek
15299,8505298,20801,1,
14235,8445518,20700,5,
2105,1087995,50702,2,Tilda Anderson Branch
9225,4533701,20700,1,
32056,9891286,20801,3,
16234,8526471,20802,1,Lick Branch
17798,8611227,20802,1,Little Buffalo Creek
14203,8444942,20700,1,
29700,9244420,30401,1,Little Fisher River
11272,6886748,50500,8,
9245,4534315,20700,1,
46508,14641617,60102,8,
19796,8674355,30101,8,Rock Castle Creek
20377,8679637,30101,1,Old Field Creek
30344,9251204,30401,2,Buffalo Creek
10346,5891044,20700,1,Vineyard Run
30183,9250434,30401,1,Middle Fork Reddies River
13946,8423218,20700,3,Laurel Fork
10347,5891058,20700,1,Biesecker Run
17053,8549607,20802,1,
21527,8740841,30102,2,Shining Creek
55415,19750743,60101,7,Bear Creek
16756,8546047,20802,7,
12104,6907239,50500,1,North Fork Stony Creek
17720,8610469,20802,3,Poorhouse Creek
32220,10064419,20802,1,
35205,10461873,30102,8,Eastmost Swamp
19883,8674865,30101,9,North Fork Poor House Creek
30434,9251728,30401,3,Big Warrior Creek
19679,8673269,30101,1,Matrimony Creek
16885,8547605,20802,2,Haw Branch
18214,8626565,30101,2,Reed Creek
16049,8524555,20802,3,Crow Run
2114,1088067,50702,4,
14038,8433390,20700,1,Halfmoon Run
17378,8573287,20802,1,Westham Creek
1948,1086657,50702,6,Left Fork Grapevine Creek
21745,8744301,30102,2,Crooked Creek
35724,10480817,30102,2,
16658,8544325,20802,2,Rodes Creek
46668,14643199,60102,2,
15883,8523001,20802,1,
30065,9248772,30401,1,Dutchman Creek
14637,8468473,20801,9,Whetstone Run
11612,6889534,50500,1,
11817,6891486,50500,4,Dog Branch
59179,22338921,20700,1,
35831,10484383,30102,2,Gum Neck Creek
11192,6886306,50500,4,Big Branch
56222,19762812,60101,1,Cove Creek
16587,8539797,20802,1,
2117,1088095,50702,2,Mill Creek
11980,6892034,50500,4,Pine Run
10692,5908581,20700,4,
59388,22340511,20700,3,
10394,5893016,20700,1,Warm Spring Run
10960,6884436,50500,1,Pine Branch
8820,4506622,20700,2,
45880,14364640,20700,1,Wild Meadow Run
34043,10232207,20801,4,Coards Branch
12346,6909257,50500,1,Glady Fork
34054,10234361,20801,3,Jacobus Creek
17080,8549877,20802,3,Battery Creek
16080,8524821,20802,3,Christleys Run
15439,8506642,20801,1,
13743,8401299,20801,1,
14612,8468317,20801,2,Devils Ditch
17035,8549447,20802,6,Peters Creek
16829,8546933,20802,1,Turpin Creek
32065,9896288,20801,2,Ware Creek
30354,9251252,30401,1,West Prong Moravian Creek
13835,8410899,20403,1,
15258,8503880,20801,2,Holts Creek
42656,12048606,30101,1,
19421,8657976,30101,7,Little Nutbush Creek
55539,19751399,60101,4,Greenway Creek
14938,8481316,20801,4,Hoskins Creek
20424,8680029,30101,4,West Belews Creek
20728,8700839,30101,3,Moon Creek
45933,14637413,60102,1,Cavitts Creek
18931,8632347,30101,1,Pigg River
11790,6891402,50500,1,
20542,8695231,30101,1,Fall Creek
11042,6885296,50500,7,
16906,8548409,20802,1,White Rock Creek
1992,1086905,50702,1,Hackney Creek
16282,8526675,20802,1,Porterfield Branch
9230,4533851,20700,1,
18777,8631283,30101,1,Doe Run
46175,14639419,60102,1,Sinking Creek
17179,8566405,20802,2,Parker Branch
21326,8725101,30102,4,Mill Run
15565,8520539,20802,1,Little Valley Run
29637,9244040,30401,3,Johnson Creek
46639,14642723,60102,2,
45937,14637429,60102,3,South Fork Clinch River
10694,5908591,20700,1,Deep Run
59365,22340403,20700,5,Sandy Run
56019,19761648,60101,1,East Fork Wolf Creek
59109,22337307,20700,1,Rock Creek
14028,8433140,20700,1,North River
59268,22339521,20700,2,Cabin Run
16132,8525223,20802,1,Dry Branch
10933,6884268,50500,2,Peak Creek
12184,6907829,50500,5,Dry Branch
59302,22339885,20700,2,
13801,8408909,20403,1,McGee Ditch
16423,8538371,20802,1,
21313,8724901,30102,3,Cooks Branch
17213,8566751,20802,1,Beaver Creek
14295,8449072,20700,1,
14974,8489552,20801,2,
35298,10462591,30102,4,Beaverdam Swamp
15903,8523103,20802,2,
20291,8679029,30101,2,Little Beaver Island Creek
19544,8672299,30101,1,Stewart Creek
21074,8719987,30102,1,Carys Creek
42776,12050298,30101,1,
14283,8448872,20700,2,Priestland Branch
17253,8567141,20802,7,Yellow Mountain Creek
14764,8476166,20801,1,
14177,8441411,20700,2,Bennett Run
10619,5908173,20700,2,Wolf Run
9124,4528151,20700,1,Wolf Den Branch
29927,9246988,30401,1,Muddy Creek
19759,8674199,30101,2,Rennet Bag Creek
55488,19751163,60101,5,South Fork Holston River
8687,4505244,20700,1,Hollow Road Creek
35591,10479275,30102,3,Pollock Swamp
19537,8672241,30101,1,Sandy Creek
12105,6907251,50500,1,Blue Lick Creek
35879,10499591,30102,1,Sutton Creek
35086,10460643,30102,1,
18885,8631873,30101,2,Big Chestnut Creek
20456,8692999,30101,2,Stokes Creek
46324,14640055,60102,5,War Creek
20373,8679621,30101,3,Lick Creek
29650,9244104,30401,1,Pauls Creek
21787,8744959,30102,3,Liverman Creek
16182,8525625,20802,1,Miller Branch
12242,6908255,50500,1,Ding Branch
35687,10479917,30102,3,Bethel Creek
17046,8549517,20802,2,Maple Creek
11910,6891778,50500,1,Beaver Creek
56034,19761736,60101,2,West Fork Wolf Creek
55718,19752689,60101,1,Beaver Creek
20232,8678657,30101,1,Big Beaver Island Creek
14914,8479124,20801,1,
17936,8623817,30101,1,Tinker Creek
14116,8440919,20700,1,Barb Run
45944,14637467,60102,4,West Fork Plum Creek
9227,4533799,20700,2,Long Branch
14616,8468345,20801,1,
10335,5890624,20700,1,Clear Run
15392,8506162,20801,2,
35709,10480125,30102,1,Chapel Creek
13825,8410513,20403,1,
17938,8623835,30101,4,Elk Creek
15474,8507252,20801,1,
14095,8440787,20700,1,
13844,8412443,20403,1,Snead Branch
20423,8680027,30101,2,
20354,8679507,30101,1,Lick Creek
14329,8450676,20700,1,Hatchery Run
14700,8474916,20801,1,Synder Swamp
35685,10479913,30102,1,Yeopim Creek
20810,8701277,30101,2,South Hyco Creek
14731,8475460,20801,3,Sluice Creek
11950,6891946,50500,1,Norris Fork
11207,6886398,50500,1,Buffalo Branch
32119,10054590,20802,1,Newton Creek
35186,10461723,30102,4,Cypress Swamp
15794,8522483,20802,1,Sloan Branch
17793,8611185,20802,1,Tanyard Branch
16470,8539047,20802,3,Spy Run
21506,8738207,30102,3,North Meherrin River
9038,4509076,20700,3,South Fork Little Difficult Run
19900,8674943,30101,5,Koger Creek
55726,19752757,60101,1,Spring Creek
21225,8724077,30102,1,Buckskin Creek
11264,6886712,50500,6,
14101,8440833,20700,1,Mine Run
59482,22539318,60102,10,Camp Creek
16338,8526909,20802,2,
39857,11584426,30102,3,
10481,5895716,20700,2,
10354,5891406,20700,2,
16063,8524655,20802,1,
154,437204,50702,2,
17772,8610953,20802,1,
13891,8420916,20700,23,
12382,6909751,50500,5,Bluestone River
10369,5891766,20700,1,Rocky Mountain Creek
30096,9249044,30401,2,Little Elkin Creek
16883,8547593,20802,1,Sharps Creek
39924,11585310,30102,9,Corrowaugh Swamp
39930,11585374,30102,2,
18375,8627889,30101,2,Bull Run
14990,8489780,20801,1,Chinns Run
14557,8467035,20801,1,
19640,8672993,30101,3,Marrowbone Creek
11522,6888898,50500,1,Clems Branch
15036,8490856,20801,2,Dogwood Fork
12185,6907831,50500,5,Piney Creek
19914,8674995,30101,2,Mill Creek
17199,8566639,20802,1,
20060,8677267,30101,1,Buffalo Creek
17405,8573695,20802,6,Little Westham Creek
14915,8479134,20801,1,Pecks Creek
14121,8440937,20700,3,
14910,8478840,20801,3,Mill Creek
30381,9251434,30401,3,Beaver Creek
18177,8626279,30101,1,Maggodee Creek
32054,9890954,20801,1,
17637,8608671,20802,2,
34055,10234363,20801,2,
19762,8674217,30101,5,Otter Creek
11985,6892052,50500,5,Mutton Creek
14451,8465145,20801,1,Marsh Run
15159,8501932,20801,2,
17868,8612035,20802,1,Mingo Creek
15459,8506998,20801,4,Whiting Swamp
39910,11585228,30102,1,
11220,6886464,50500,2,Chisholm Creek
14357,8457350,20801,4,
32104,10053844,20802,1,Milldam Creek
11202,6886358,50500,5,
18910,8632049,30101,2,Turkeycock Creek
30355,9251262,30401,3,Yadkin River
11210,6886414,50500,1,Trout Branch
21553,8741067,30102,6,Allen Creek
11248,6886636,50500,9,Little Cranberry Creek
39958,11585604,30102,3,Kingsale Swamp
16331,8526887,20802,1,
17606,8607781,20802,1,Rocky Run
14277,8448684,20700,1,
12294,6908575,50500,5,
17743,8610649,20802,1,South Branch Nibb Creek
32162,10061149,20802,3,Chickahominy River
14540,8466819,20801,3,
59201,22339077,20700,2,Indian Run
59237,22339393,20700,3,
10709,5908897,20700,2,
19377,8657526,30101,1,Gills Creek
13760,8401809,20801,1,
60019,932070100,20700,1,
9049,4509160,20700,5,Difficult Run
11079,6885526,50500,6,Meadow Creek
55762,19753079,60101,1,Thomas Creek
13811,8409303,20403,1,
56020,19761658,60101,1,
15176,8502052,20801,2,
18045,8625005,30101,2,Machine Creek
35180,10461691,30102,1,Chinkapin Swamp
11280,6886794,50500,5,Elkhorn Creek
8873,4506976,20700,1,Buck Branch
15568,8520551,20802,10,
18855,8631631,30101,2,Tomahawk Creek
17292,8568285,20802,1,Mechums River
16463,8539003,20802,5,Sugartree Branch
15311,8505424,20801,1,Campbells Creek
16172,8525465,20802,8,
11947,6891936,50500,1,Obids Creek
20555,8695419,30101,2,Double Creek
46338,14640279,60102,2,Little Stony Creek
12141,6907617,50500,1,Laurel Branch
1950,1086661,50702,1,
16200,8526107,20802,1,
14995,8489800,20801,1,
20724,8700823,30101,1,Moon Creek
2206,1089019,50702,2,Little Elkhorn Creek
16872,8547521,20802,1,Fallsburg Creek
14230,8445464,20700,5,
15196,8502598,20801,1,
35178,10461681,30102,3,Barbeque Swamp
18026,8624763,30101,1,Buffalo Creek
45887,14364998,20700,1,Stony Run
8688,4505248,20700,1,Middle Creek
11306,6886964,50500,1,Crab Creek
59276,22339623,20700,8,Slate Run
59346,22340301,20700,6,Long Branch
14647,8468545,20801,1,
18776,8631281,30101,2,Doe Run
42752,12049976,30101,3,
35530,10478819,30102,4,Newbegun Creek
10614,5908131,20700,1,South Branch Naked Creek
20891,8711813,30101,1,Georges Creek
18664,8629183,30101,7,South Fork Blackwater River
15060,8491412,20801,2,Brooks Creek
11004,6884940,50500,3,Mudlick Branch
16942,8548597,20802,1,
16732,8545735,20802,1,
15957,8523357,20802,3,
11486,6888562,50500,1,Kinser Creek
32096,10051922,20802,2,
16873,8547527,20802,1,Little Georgia Creek
18792,8631355,30101,1,Story Creek
15268,8504790,20801,2,Little Rocky Creek
10325,5889606,20700,1,
19548,8672327,30101,1,Stewart Creek
19481,8671867,30101,1,Beaver Creek
15195,8502590,20801,2,
16865,8547425,20802,1,Christian Mill Creek
42701,12049182,30101,4,Allen Creek
8898,4507216,20700,35,
12230,6908149,50500,1,Nobusiness Creek
20834,8701447,30101,1,Storys Creek
11191,6886300,50500,2,Bobbitt Creek
17563,8607139,20802,3,Courthouse Branch
45900,14365524,20700,2,Difficult Creek
59189,22338983,20700,1,Broad Run
42732,12049772,30101,1,
30062,9248746,30401,1,Dutchman Creek
17020,8549309,20802,3,Snow Creek
20255,8678809,30101,2,North Double Creek
2074,1087705,50702,1,Cane Branch
17454,8574943,20802,1,Deep Run
11803,6891442,50500,2,Elk Creek
9217,4532583,20700,1,
8781,4506314,20700,6,
11558,6889188,50500,2,Wallen Creek
16410,8538325,20802,1,Hughart Run
14237,8445534,20700,1,Wolfe Marsh Run
21142,8722473,30102,2,Nottoway Swamp
19528,8672191,30101,2,Tanyard Creek
59681,22540576,60102,1,Russell Creek
16994,8549011,20802,1,Long Branch
12438,6910121,50500,1,Laurel Creek
17069,8549827,20802,1,Allen Creek
1955,1086709,50702,1,Pompey Branch
11929,6891874,50500,2,
14032,8433212,20700,1,
10662,5908411,20700,1,
10333,5890400,20700,1,
48,434936,50702,1,Middle Fork Rockcastle Creek
12252,6908311,50500,5,
11785,6891382,50500,1,
14284,8448878,20700,1,Fishing Creek
16532,8539543,20802,1,Hayslette Creek
46215,14639617,60102,2,North Fork Clinch River
21,434274,50702,1,
11895,6891730,50500,1,Brush Fork
59142,22338731,20700,1,
10945,6884340,50500,1,Sugar Run
19014,8648132,30101,2,Turnip Creek
11402,6887950,50500,1,Dry Branch
20393,8679783,30101,2,Belews Creek
46223,14639655,60102,1,Moll Creek
14812,8476590,20801,2,Peumansend Creek
10540,5906763,20700,5,Dry Run
11246,6886622,50500,5,Beaverdam Creek
11586,6889394,50500,7,Bear Branch
45861,14363932,20700,2,Poplar Lick Run
8737,4505898,20700,16,
14644,8468517,20801,1,
21782,8744631,30102,3,Taylors Creek
16703,8545125,20802,3,
17468,8575429,20802,1,
14471,8465347,20801,1,
39808,11583018,30102,1,Otterdam Swamp
11318,6887044,50500,2,Rock Creek
2004,1086997,50702,7,Wolfpit Branch
34029,10231745,20801,1,Bethel Branch
46538,14641787,60102,1,
15710,8521921,20802,1,North Branch Simpson Creek
32185,10061859,20802,1,Higgins Swamp
15284,8505050,20801,1,Pug Swamp
56031,19761724,60101,1,West Fork Wolf Creek
32060,9891512,20801,1,Great Neck Creek
15640,8521333,20802,4,Wilson Creek
19179,8651166,30101,1,Horsepen Creek
55445,19750905,60101,1,Walker Creek
14623,8468387,20801,2,Whiteoak Run
18157,8626095,30101,1,Gills Creek
96,435858,50702,1,
30179,9250420,30401,1,Mulberry Creek
16267,8526615,20802,3,
59362,22340391,20700,1,Buckhall Branch
30145,9250256,30401,3,Basin Creek
20857,8710613,30101,1,Polecat Creek
14271,8448522,20700,1,
14730,8475454,20801,3,Sluice Creek
9144,4529151,20700,1,South Fork Quantico Creek
21921,8746083,30102,7,Ramsey Creek
17050,8549577,20802,1,Muddy Creek
17433,8574793,20802,2,Hooper Rock Creek
1961,1086727,50702,4,Dry Creek
46620,14642651,60102,5,
32402,10072999,20802,2,
11065,6885418,50500,5,
13993,8431196,20700,1,
12143,6907627,50500,4,Little Stony Creek
15564,8520535,20802,1,
15321,8505528,20801,3,Bull Run
10492,5895834,20700,1,Redbud Run
17110,8550951,20802,1,Abbott Branch
35336,10474387,30102,1,Shingle Landing Creek
14983,8489680,20801,1,Cattlet Creek
11180,6886214,50500,1,Powder Mill Branch
11450,6888376,50500,1,Thorn Creek
19919,8675015,30101,11,Spoon Creek
16444,8538775,20802,6,Poor Creek
15271,8504820,20801,1,
21020,8719063,30102,1,Joseph Swamp
2086,1087849,50702,1,Bearpen Branch
19182,8651190,30101,5,Horsepen Creek
34047,10232429,20801,1,
16662,8544443,20802,1,Walnut Branch
15441,8506672,20801,5,
11653,6889822,50500,1,
16589,8539807,20802,16,Pedlar Gap Run
55799,19753521,60101,6,
11932,6891882,50500,1,
59655,22540298,60102,2,Cane Creek
15109,8493616,20801,1,Buckyard Branch
9253,4534437,20700,4,
14376,8457978,20801,3,
14341,8456514,20801,5,Knight Run
16726,8545605,20802,3,
17947,8623931,30101,2,Tinker Creek
17427,8574579,20802,1,Mill Creek
8708,4505552,20700,1,Dutchman Creek
21531,8740905,30102,1,Taylors Creek
19,434220,50702,5,
59200,22339071,20700,1,Turkeycock Run
42661,12048666,30101,8,Cox Creek
35846,10484569,30201,12,New Lake Fork
46128,14639105,60102,3,Little Cedar Creek
16130,8525207,20802,1,
15962,8523391,20802,3,Back Creek
35880,10499593,30102,2,Sutton Creek
11491,6888596,50500,2,Bournes Branch
46195,14639535,60102,7,Staunton Creek
16055,8524603,20802,9,Still Run
29688,9244326,30401,1,Roaring Fork
35601,10479337,30102,4,Burnt Mill Creek
59370,22340425,20700,3,Dogue Creek
11672,6889920,50500,3,Big Windfall Branch
20896,8711851,30101,1,Georges Creek
2196,1088935,50702,2,Upper Pigeon Branch
59333,22340165,20700,2,Goslin Run
13749,8401463,20801,1,Town Branch
35066,10460255,30102,1,Buckhorn Creek
16949,8548637,20802,1,Statons Creek
17314,8572609,20802,1,
21236,8724143,30102,5,Buckskin Creek
16769,8546211,20802,1,Dry Creek
8794,4506428,20700,2,
15498,8507592,20801,2,Sullens Creek
17497,8577537,20802,1,Cattail Creek
59591,22540046,60102,1,Station Creek
15308,8505384,20801,1,Turners Creek
17783,8611099,20802,1,Spring Branch
11477,6888518,50500,2,Francis Mill Creek
19184,8651198,30101,1,Horsepen Creek
21338,8725197,30102,5,Maclins Creek
18167,8626189,30101,1,Carter Mill Creek
45908,14365904,20700,4,Howell Run
55868,19754307,60101,1,Indian Creek
17960,8624029,30101,3,South Fork Goose Creek
21337,8725189,30102,5,Buckhorn Swamp
17255,8567153,20802,1,Dollins Creek
15425,8506486,20801,2,
21595,8741761,30102,7,Cattail Creek
11949,6891940,50500,1,Rittle Fork
20825,8701395,30101,1,Hogans Creek
16909,8548423,20802,2,
19560,8672399,30101,4,Stewart Creek
18392,8628091,30101,2,Mason Creek
29643,9244056,30401,1,Johnson Creek
9003,4508904,20700,5,Dead Run
55778,19753173,60101,1,Fall Creek
20127,8677531,30101,4,Little Beaver Island Creek
9027,4509034,20700,2,Bartons Creek
18616,8628987,30101,8,Elliott Creek
19261,8652634,30101,1,Little Johnson Creek
11225,6886480,50500,3,Long Mountain Creek
16640,8540105,20802,2,Union Creek
14808,8476550,20801,1,
8902,4507236,20700,1,Cattail Branch
16477,8539107,20802,4,Little Marys Creek
18934,8632355,30101,4,Pigg River
46633,14642701,60102,3,
9125,4528159,20700,1,
29944,9247326,30401,1,
