OBJECTID,COMID_NHDv2,HUC6,NT_Taxa,GNIS_NAME,Jan_Flow_cfs,Feb_Flow_cfs,Mar_Flow_cfs,Apr_Flow_cfs,May_Flow_cfs,Jun_Flow_cfs,Jul_Flow_cfs,Aug_Flow_cfs,Sep_Flow_cfs,Oct_Flow_cfs,Nov_Flow_cfs,Dec_Flow_cfs,MA_Flow_cfs,StreamOrder,HUC8
35684,10479911,30102,1,Perquimans River,347.349,358.887,383.684,266.07,156.104,130.96,117.168,142.394,121.814,95.709,171.712,219.587,209.268,4,3010205
59290,22339715,20700,1,Cedar Run,344.449,410.635,357.092,305.516,146.717,106.817,45.856,80.797,159.063,155.496,162.06,296.884,208.877,4,2070010
20182,8678413,30101,1,Dan River,232.466,238.634,305.799,316.284,242.253,211.886,162.73,155.664,154.068,142.575,164.69,191.908,207.599,4,3010103
17643,8608883,20802,1,,561.23,659.051,734.623,303.92,145.419,97.86,61.979,54.412,62.41,56.549,79.376,281.611,205.137,4,2080207
11045,6885304,50500,1,Reed Creek,473.231,637.598,462.738,278.321,228.346,134.779,81.23,60.462,53.031,67.178,155.417,259.731,204.832,4,5050001
59301,22339857,20700,1,Cedar Run,334.972,401.234,345.826,299.301,143.258,104.306,44.701,79.642,157.569,154.136,160.107,290.366,204.394,4,2070010
139,436832,50702,1,Dry Fork,479.171,610.883,431.688,277.177,217.44,126.488,77.791,58.093,50.793,79.578,178.55,285.983,203.91,4,5070201
16817,8546787,20802,1,Buffalo River,463.674,554.985,589.539,275.052,176.244,122.57,69.762,59.015,76.543,100.348,170.326,301.11,203.844,4,2080203
10434,5895196,20700,1,Back Creek,427.301,518.768,605.817,309.304,181.277,123.577,65.487,60.945,60.407,61.391,128.377,292.164,203.509,4,2070004
21487,8726899,30102,1,Three Creek,328.05,350.397,388.572,286.25,168.807,129.724,115.218,124.857,120.629,93.529,125.203,205.462,203.42,4,3010201
11400,6887936,50500,1,Reed Creek,469.698,633.263,459.014,275.959,226.496,133.703,80.582,59.967,52.606,66.819,154.924,258,203.22,4,5050001
30221,9250586,30401,1,Roaring River,221.673,231.672,284.125,278.481,230.633,207.742,166.505,149.022,150.228,156.005,166.931,180.319,201.757,5,3040101
19773,8674273,30101,1,Smith River,231.7,240.694,280.154,265.922,223.112,177.374,129.107,131.525,204.242,292.31,228.671,197.9,200.815,3,3010103
2225,1089161,50702,1,Pound River,346.777,335.774,380.371,274.992,237.299,124.719,75.722,62.267,72.387,113.174,172.927,229.012,199.965,4,5070202
11403,6887954,50500,1,Reed Creek,462.274,624.136,451.243,270.99,222.497,131.385,79.169,58.886,51.705,66.058,153.808,254.344,199.798,4,5050001
30218,9250570,30401,1,Roaring River,218.758,228.497,280.644,275.361,228.378,206.005,165.281,147.711,149.31,154.35,165.187,178.169,199.599,5,3040101
14374,8457874,20801,1,Piankatank River,351.21,393.852,481.363,300.034,179.471,108.512,74.398,77.117,100.83,79.268,115.062,226.526,199.585,4,2080102
14002,8431484,20700,1,Town Creek,218.188,287.761,377.002,339.648,257.732,184.074,68.411,44.39,63.16,145.832,117.958,230.532,197.289,4,2070003
11970,6892012,50500,1,South Fork New River,316.872,463.671,380.781,242.723,194.535,155.976,104.056,98.794,136.282,162.651,208.696,228,197.128,4,5050001
16017,8524283,20802,1,Dunlap Creek,282.36,353.158,435.556,315.505,257.84,143.576,55.971,55.885,49.805,77.516,132.895,201.842,195.941,4,2080201
55569,19751561,60101,1,South Fork Holston River,287.247,343.614,359.338,285.286,247.223,162.114,104.026,82.328,68.714,78.857,127.78,198.583,194.904,4,6010102
18106,8625601,30101,1,Goose Creek,266.43,291.205,313.977,281.036,207.14,156.044,119.121,108.253,109.662,128.042,186.043,205.689,194.772,4,3010101
10340,5890734,20700,1,Conococheague Creek,307.822,437.583,654.591,330.403,195.92,130.07,65.587,53.347,58.207,85.499,146.046,287.237,194.436,4,2070004
17599,8607553,20802,1,Deep Creek,322.087,340.447,396.004,279.234,164.637,103.839,78.929,60.142,105.9,135.636,163.923,201.407,193.775,5,2080207
16768,8546207,20802,1,Tye River,269.155,274.898,330.721,284.246,211.207,162.763,91.262,72.737,118.97,125.454,174.414,215.657,192.815,4,2080203
16886,8547611,20802,1,Buffalo River,220.36,246.074,301.023,270.604,220.592,211.433,118.927,90.12,117.456,156.323,157.753,193.501,192.799,4,2080203
29830,9246002,30401,1,Fisher River,219.343,220.467,276.223,275.348,221.651,196.705,147.599,135.369,145.791,146.345,157.266,174.139,192.791,4,3040101
40,434706,50702,1,Pigeon Creek,471.04,597.764,413.467,245.765,193.029,115.025,71.698,52.683,46.533,66.56,176.542,301.39,192.648,4,5070201
17635,8608655,20802,1,Swift Creek,530.56,628.154,695.429,285.329,137.161,92.371,58.618,51.331,58.975,53.666,76.836,264.716,192.298,4,2080207
13999,8431448,20700,1,Town Creek,206.926,274.32,361.387,330.828,253.464,181.301,66.757,42.847,61.695,144.617,117.147,225.065,192.161,4,2070003
17849,8611877,20802,1,Appomattox River,437.775,506.867,561.901,271.96,165.954,111.319,64.877,56.758,64.626,63.648,136.928,262.68,191.431,4,2080207
8869,4506940,20700,1,Goose Creek,270.646,304.498,362.956,307.562,219.868,165.38,74.741,65.148,76.899,113.633,126.966,225.709,191.005,4,2070008
16810,8546711,20802,1,Buffalo River,214.808,240.475,294.495,267.136,218.512,210.138,118.198,89.503,116.869,155.876,156.085,189.591,190.201,4,2080203
10337,5890704,20700,1,Conococheague Creek,300.636,428.19,642.152,322.898,191.894,127.546,64.31,52.227,57.151,84.757,143.62,280.62,189.982,4,2070004
55566,19751545,60101,1,South Fork Holston River,277.975,333.686,348.807,277.099,239.859,157.849,101.297,80.461,67.402,77.127,124.228,192.28,189.3,4,6010102
17600,8607589,20802,1,Deep Creek,311.122,329.662,382.761,272.249,161.541,101.868,77.759,59.03,104.808,134.75,161.775,194.806,189.014,5,2080207
12345,6909245,50500,1,Bluestone River,365.623,454.064,389.084,265.909,218.647,133.818,78.824,64.178,59.621,71.035,127.615,225.964,188.104,4,5050002
18097,8625451,30101,1,Goose Creek,256.645,280.213,302.065,270.278,200.186,150.69,115.08,104.09,105.928,125.711,182.32,199.177,187.957,4,3010101
13955,8423394,20700,1,South Fork South Branch Potomac River,267.964,293.113,427.786,284.609,208.064,125.305,56.751,67.821,82.356,99.547,156.673,216.02,187.312,4,2070001
35388,10476821,30102,1,Northwest River,304.331,324.769,347.319,244.81,142.241,114.069,104.504,125.619,109.29,85.537,147.424,196.769,187.034,4,3010205
17602,8607663,20802,1,Swift Creek,516.899,614.333,677.911,277.102,133.503,89.871,57.124,49.962,57.442,52.377,75.371,257.015,186.566,4,2080207
9220,4532953,20700,1,Wicomico River,356.917,387.249,478.03,268.337,171.223,105.255,61.171,57.703,67.706,66.052,113.704,244.582,185.85,4,2070011
14371,8457634,20801,1,Piankatank River,317.799,360.287,439.345,280.158,170.385,102.568,70.772,73.694,97.456,76.421,109.911,206.927,185.448,4,2080102
20831,8701441,30101,1,Hyco River,317.039,325.696,356.374,254.991,148.459,117.419,107.92,105.028,107.568,76.847,103.736,175.215,185.13,4,3010104
2226,1089191,50702,1,Pound River,334.091,325.38,356.18,262.731,216.702,115.034,69.554,55.586,65.869,96.287,155.173,215.151,184.642,4,5070202
59389,22340513,20700,1,Cedar Run,311.479,378.841,331.691,278.151,124.359,78.922,41.376,73.941,136.26,131.723,147.583,265.939,184.195,4,2070010
18999,8647884,30101,1,Falling River,264.823,290.497,315.063,259.19,185.496,139.327,110.425,100.675,109.616,95.883,159.363,192.012,184.181,4,3010102
19006,8648006,30101,1,Falling River,246.296,269.747,298.949,251.246,192.155,154.61,105.432,84.977,163.546,126.196,149.712,173.481,184.14,4,3010102
8872,4506972,20700,1,Goose Creek,272.446,304.905,362.229,293.646,207.792,153.558,71.193,61.485,71.751,104.092,122.943,222.248,183.599,4,2070008
13920,8422522,20700,1,South Fork South Branch Potomac River,260.223,284.347,415.665,277.74,203.991,122.773,55.397,66.629,81.359,98.256,153.441,209.521,182.731,4,2070001
55463,19751025,60101,1,Middle Fork Holston River,239.25,293.51,310.395,267.208,234.341,170.915,111.564,89.355,88.523,88.675,121.91,164.438,181.99,4,6010102
59315,22340063,20700,1,Cedar Run,306.068,373.42,325.09,274.774,122.572,77.771,40.725,73.323,135.648,131.206,146.512,262.341,181.804,4,2070010
19005,8647998,30101,1,Falling River,241.925,265.11,293.86,246.918,189.141,152.367,103.697,83.107,162.123,125.02,148.056,170.717,181.246,4,3010102
59318,22340091,20700,1,Cedar Run,304.508,371.854,323.188,273.814,122.062,77.447,40.536,73.144,135.47,131.055,146.233,261.319,181.121,4,2070010
55701,19752415,60101,1,South Fork Holston River,261.933,316.927,331.456,263.633,227.907,151.049,96.851,77.374,65.714,75.499,119.263,181.939,180.278,4,6010102
11419,6888040,50500,1,Reed Creek,418.594,570.32,405.313,242.011,198.796,117.719,70.955,52.696,46.719,60.838,142.494,230.462,179.148,4,5050001
10730,5909001,20700,1,Middle River,306.985,397.807,458.974,249.689,178.346,129.839,71.049,61.399,73.665,129.794,188.397,241.652,179.134,3,2070005
16595,8539851,20802,1,Buffalo Creek,412.93,511.043,542.162,248.436,165.301,107.796,59.34,46.991,54.013,91.558,155.025,264.405,178.298,4,2080202
16596,8539853,20802,1,Buffalo Creek,412.923,511.036,542.154,248.432,165.298,107.794,59.339,46.99,54.012,91.558,155.024,264.402,178.295,4,2080202
16594,8539835,20802,1,Buffalo Creek,408.675,506.544,536.902,245.519,163.683,106.794,58.794,46.538,53.566,91.228,154.153,261.679,176.371,4,2080202
16692,8544985,20802,1,Rockfish River,229.053,243.613,302.296,262.503,191.973,157.325,86.05,70.389,102.291,121.713,156.587,186.019,174.489,4,2080203
55960,19761336,60101,1,North Fork Holston River,281.806,309.716,325.098,249.177,219.396,122.317,77.986,58.57,49.029,98.233,132.471,201.182,173.417,4,6010101
2084,1087827,50702,1,McClure River,405.019,527.442,355.503,215.891,180.874,107.271,64.136,47.473,43.217,96.863,171.558,248.732,172.052,4,5070202
14369,8457620,20801,1,Piankatank River,284.747,327.034,397.566,260.751,161.444,96.692,67.179,70.306,94.1,73.579,105.19,187.727,171.673,4,2080102
29810,9245806,30401,1,Fisher River,222.943,237.326,269.909,240.22,185.751,140.874,104.845,101.589,109.826,140.107,183.113,176.885,171.141,4,3040101
19154,8650866,30101,1,,241.218,252.024,279.952,243.658,172.972,130.929,96.171,90.825,119.296,107.449,143.025,169.189,171.125,4,3010102
10341,5890810,20700,1,West Branch Conococheague Creek,266.57,393.114,609.689,294.751,180.209,117.381,60.701,51.334,49.712,68.153,156.877,268.165,170.784,4,2070004
29800,9245722,30401,1,Fisher River,218.991,233.113,265.201,236.105,182.795,138.547,103.11,99.767,108.373,139.145,181.005,174.073,168.318,4,3040101
59656,22540300,60102,1,North Fork Powell River,282.663,294.764,303.676,243.474,207.435,113.831,74.47,52.418,41.688,91.213,140.407,211.595,168.166,5,6010206
11438,6888268,50500,1,Cripple Creek,376.647,518.169,373.655,218.277,176.306,109.16,65.381,48.792,50.028,83.807,159.366,221.323,167.381,4,5050001
14495,8465805,20801,1,Thornton River,326.684,409.787,464.744,201.886,143.063,95.962,53.91,49.603,96.947,166.55,190.744,256.715,167.375,3,2080103
12070,6906239,50500,1,Indian Creek,382.243,545.599,400.44,251.653,188.832,112.647,69.702,52.02,47.749,51.687,87.381,199.94,166.034,4,5050002
83,435536,50702,1,Knox Creek,408.171,527.075,353.794,221.038,172.158,101.154,63.15,45.497,37.97,57.796,151.485,242.42,165.032,5,5070201
19051,8648600,30101,1,Cub Creek,231.638,241.773,268.7,234.213,167.298,126.516,92.674,87.218,116.151,104.829,138.603,162.782,164.813,4,3010102
21599,8741815,30102,1,Fountains Creek,270.407,296.876,333.164,229.007,131.945,90.61,76.922,86.361,79.751,95.777,112.145,163.815,164.779,4,3010204
46006,14637837,60102,1,Little River,234.36,251.163,292.708,237.191,203.885,115.942,88.423,72.548,78.134,118.179,138.368,188.947,164.455,4,6010205
8948,4508464,20700,1,Goose Creek,230.251,263.405,312.935,266.477,191.801,143.338,65.786,56.212,67.052,100.264,111.101,193.683,164.413,4,2070008
29786,9245574,30401,1,Fisher River,212.91,226.636,257.982,229.772,178.22,134.933,100.402,96.966,106.145,137.481,177.68,169.724,163.949,4,3040101
17062,8549685,20802,1,Pedlar River,373.207,473.457,486.628,225.933,148.21,98.858,54.695,44.015,56.424,103.754,146.785,246.688,163.029,4,2080203
21156,8723555,30102,1,Stony Creek,258.494,277.199,316.222,238.452,137.45,92.251,73.307,75.585,100.083,104.807,113.193,147.471,161.316,4,3010201
20350,8679485,30101,1,Town Fork Creek,233.473,247.787,283.068,229.267,156.307,118.904,94.593,89.442,89.463,92.271,145.203,176.065,161.3,4,3010103
46141,14639171,60102,1,Guest River,257.964,271.222,294.398,229.995,195.366,112.51,78.012,56.404,52.347,99.152,135.172,191.907,160.881,4,6010205
17058,8549653,20802,1,Pedlar River,367.446,467.522,479.906,222.134,146.035,97.464,53.939,43.37,55.791,103.2,144.821,242.542,160.355,4,2080203
14368,8457616,20801,1,Piankatank River,253.575,295.362,358.21,242.632,153.184,91.215,63.785,67.109,90.914,70.873,100.452,169.872,158.831,4,2080102
15166,8501994,20801,1,North Anna River,420.947,504.738,524.813,205.089,118.274,81.831,50.193,42.669,46.369,51.402,140.024,258.245,158.493,4,2080106
16062,8524653,20802,1,,305.521,435.68,503.515,237.187,161.459,105.418,56.409,45.608,56.261,100.04,137.107,221.287,158.233,4,2080201
19800,8674377,30101,1,Smith River,179.825,188.09,217.757,202.788,175.149,137.152,99.083,102.114,183.228,265.378,194.435,159.309,158.183,3,3010103
30280,9250906,30401,1,Reddies River,167.914,176.863,218.638,218.647,184.199,171.044,129.574,117.588,108.677,119.138,133.583,138.202,156.856,4,3040101
19267,8652742,30101,1,Roanoke Creek,233.485,249.58,275.486,225.042,140.118,105.57,85.842,84.134,85.716,79.421,141.785,168.599,155.728,4,3010102
11736,6890256,50500,1,Cripple Creek,339.105,472.816,336.78,196.033,158.712,98.893,59.269,44.206,46.468,79.991,146.797,200.234,150.79,4,5050001
46262,14639861,60101,1,Copper Creek,273.498,282.449,290.928,222.803,190.056,105.202,67.683,48.678,33.788,42.469,106.744,182.479,150.418,3,6010205
16708,8545201,20802,1,Hardware River,193.383,219.825,256.578,211.614,163.474,134.396,88.372,67.937,92.624,108.928,123.087,149.739,150.204,4,2080203
20613,8695947,30101,1,Country Line Creek,233.416,254.418,277.626,213.873,132.861,102.783,86.755,85.235,86.685,69.359,105.533,153.258,149.812,4,3010104
10470,5895616,20700,1,Opequon Creek,225.96,230.59,305.722,215.554,144.969,111.064,69.934,63.888,70.262,83.991,94.594,179.701,149.527,4,2070004
2100,1087921,50702,1,Pound River,255.821,232.601,282.082,215.803,178.775,92.52,56.435,45.677,58.813,79.226,122.384,164.17,148.123,4,5070202
13751,8401753,20801,1,Pocomoke River,298.729,329.894,383.645,210.937,113.721,80.628,60.622,71.83,49.421,58.765,80.409,184.243,147.473,3,2080111
35152,10461529,30102,1,Ahoskie Creek,249.58,275.334,284.007,185.848,111.33,83.353,73.822,100.305,99.454,74.582,91.204,134.015,147.378,4,3010203
16016,8524269,20802,1,Dunlap Creek,284.217,423.608,491.426,233.749,155.621,98.73,53.143,44.484,43.718,71.766,114.957,203.106,147.014,4,2080201
35166,10461589,30102,1,Ahoskie Creek,248.587,274.275,282.877,185.043,110.858,82.968,73.486,99.881,99.125,74.345,90.871,133.428,146.779,4,3010203
32194,10062129,20802,1,Chickahominy River,406.088,502.265,542.216,211.776,112.658,76.989,48.443,45.075,45.733,45.465,68.629,210.566,146.591,4,2080206
17514,8577751,20802,1,Willis River,391.214,485.834,505.875,201.321,121.46,80.032,47.905,42.358,45.371,47.132,107.162,215.219,146.351,4,2080205
20629,8696085,30101,1,Country Line Creek,225.338,245.637,268.021,206.219,128.206,99.179,83.72,82.121,83.937,67.366,102.809,148.324,144.669,4,3010104
21932,8746121,30102,1,Potecasi Creek,240.999,260.693,278.617,197.946,117.433,91.638,81.208,87.926,89.806,71.446,77.548,144.759,144.618,4,3010204
16019,8524327,20802,1,Dunlap Creek,278.188,417.126,483.838,229.592,153.104,97.156,52.295,43.736,43.03,71.237,114.327,199.855,144.341,4,2080201
46333,14640257,60102,1,Guest River,229.022,241.447,262.485,205.064,174.515,100.833,70.276,51.251,49.076,94.807,123.257,171.37,144.131,4,6010205
16186,8525659,20802,1,Johns Creek,211.886,239.707,299.008,249.906,188.753,123.667,37.469,37.339,47.224,57.718,99.995,142.964,144.065,4,2080201
35271,10462223,30102,1,Ahoskie Creek,243.847,269.246,277.524,181.245,108.631,81.154,71.9,97.88,97.568,73.221,89.068,130.56,143.915,4,3010203
16159,8525409,20802,1,Johns Creek,304.384,411.746,457.638,217.054,149.216,98.969,52.05,42.103,48.962,77.507,114.344,195.146,142.77,4,2080201
35168,10461601,30102,1,Ahoskie Creek,241.732,266.99,275.118,179.55,107.637,80.344,71.192,96.988,96.872,72.718,88.277,129.284,142.637,4,3010203
1969,1086759,50702,1,Shelby Creek,365.85,492.164,345.051,194.878,151.81,89.765,55.476,42.693,33.329,32.924,93.372,198.7,142.611,4,5070202
17519,8577825,20802,1,Willis River,381.58,475.932,494.123,195.401,118.331,78.024,46.766,41.246,44.362,46.142,104.373,209.13,142.156,4,2080205
11041,6885294,50500,1,Little River,328.898,421.933,287.306,186.833,139.529,86.306,49.619,36.867,44.796,108.108,165.271,193.724,141.852,4,5050001
21934,8746125,30102,1,Potecasi Creek,236.221,255.466,273.066,193.898,115.056,89.738,79.53,86.007,88.251,70.325,75.745,141.977,141.699,4,3010204
55458,19750985,60101,1,Middle Fork Holston River,217.961,238.63,252.129,200.235,177.425,105.285,70.502,52.605,51.068,93.813,115.548,161.462,141.554,4,6010102
10529,5896146,20700,1,Opequon Creek,206.345,209.626,280.103,201.626,137.294,105.906,67.01,61.208,67.572,81.333,90.709,167.057,140.437,4,2070004
15163,8501988,20801,1,North Anna River,376.872,459.357,472.316,180.591,105.868,73.598,45.18,38.476,42.198,46.73,126.556,228.302,139.718,4,2080106
20710,8700773,30101,1,Country Line Creek,216.318,235.834,257.333,197.779,123.08,95.171,80.343,78.662,80.869,65.134,99.677,142.781,138.94,4,3010104
17495,8577497,20802,1,Willis River,374.098,468.192,484.981,190.88,115.92,76.464,45.88,40.382,43.578,45.371,102.304,204.473,138.93,4,2080205
11444,6888332,50500,1,Cripple Creek,311.173,439.192,309.847,180.103,146.22,91.591,54.852,40.859,43.826,77.392,137.723,184.864,138.806,4,5050001
21017,8719001,30102,1,Stony Creek,222.064,238.396,272.488,205.93,116.31,76.197,59.652,60.761,87.764,95.929,103.124,126.178,138.566,4,3010201
16065,8524675,20802,1,,269.847,393.561,450.205,206.803,142.598,93.416,50.116,40.408,50.226,92.178,124.557,195.353,138.286,4,2080201
16066,8524679,20802,1,,267.558,390.769,446.885,204.877,141.478,92.726,49.752,40.081,49.95,91.938,124.034,193.869,137.121,4,2080201
35236,10462061,30102,1,Ahoskie Creek,232.306,257.019,264.483,172.023,103.242,76.766,68.002,93.049,93.791,70.486,84.429,123.497,136.919,4,3010203
16559,8539671,20802,1,Buffalo Creek,321.236,414.557,430.101,188.175,130.256,85.934,47.473,37.305,44.364,82.879,129.898,204.108,136.72,4,2080202
10330,5890246,20700,1,Conococheague Creek,213.23,310.112,477.451,228.525,141.436,95.674,47.972,38.232,43.73,75.497,114.574,199.665,135.251,4,2070004
15562,8520519,20802,1,Bullpasture River,196.948,283.211,414.763,232.699,161.047,104.546,55.158,45.33,58.434,91.403,127.278,178.919,135.096,2,2080201
46009,14637847,60102,1,Little River,190.584,205.526,238.793,194.335,167.142,94.652,72.334,59.818,66.932,103.988,116.27,154.81,134.899,3,6010205
30439,9251766,30401,1,Lewis Fork,153.212,175.19,205.206,187.546,152.228,118.36,83.266,75.79,84.969,176.331,170.109,135.923,134.134,4,3040101
16075,8524747,20802,1,,261.208,383.146,438.025,199.734,138.572,90.905,48.777,39.199,49.199,91.372,122.784,189.932,134.025,4,2080201
19719,8673551,30101,1,Sandy River,180.121,177.209,226.684,187.038,132.12,110.646,81.114,81.084,111.117,97.744,95.755,122.844,133.523,5,3010103
17444,8574865,20802,1,,367.886,458.525,472.428,181.799,99.612,69.833,43.51,38.199,40.046,46.922,101.54,205.32,133.302,4,2080205
13995,8431232,20700,1,Town Creek,208.821,338.897,495.345,249.14,146.785,97.371,52.801,42.16,42.314,53.81,98.47,190.804,132.796,4,2070003
11089,6885596,50500,1,Little Reed Island Creek,303.697,410.88,269.176,172.535,135.072,82.423,50.473,38.119,52.575,96.209,142.699,175.028,132.523,3,5050001
14048,8433990,20700,1,Lost River,245.813,354.863,433.377,185.653,136.149,89.734,50.117,42.124,46.134,96.148,140.949,199.129,132.041,4,2070003
21597,8741807,30102,1,Fountains Creek,216.073,239.303,271.276,182.986,105.763,69.27,58.256,65.456,61.461,82.585,92.359,130.314,131.635,4,3010204
19607,8672695,30101,1,Sandy River,177.185,173.965,223.126,184.023,130.376,109.296,79.976,79.918,110.078,97.006,95.048,121.113,131.634,5,3010103
21107,8720305,30102,1,Nottoway River,196.144,206.227,225.458,183.135,113.879,83.836,62.42,56.692,82.231,94.046,107.553,131.481,128.899,4,3010201
13808,8409147,20403,1,Indian River,196.32,251.223,289.426,192.337,125.665,82.879,60.419,62.693,62.248,61.269,65.568,128.963,128.897,4,2040303
18571,8628795,30101,1,South Fork Roanoke River,156.51,174.636,201.889,193.412,147.446,110.463,78.432,72.589,90.092,141.949,138.812,127.384,128.854,5,3010101
19959,8675169,30101,1,Dan River,139.322,147.067,167.844,156.803,138.753,112.892,88.793,98.239,196.678,234.73,165.441,129.002,128.804,3,3010103
16551,8539641,20802,1,Buffalo Creek,302.577,394.612,407.385,176.4,123.318,81.51,45.047,35.329,42.377,81.518,124.667,192.047,128.528,4,2080202
32130,10054906,20802,1,Nansemond River,364.798,459.247,470.848,172.56,86.095,60.441,41.899,39.593,40.148,44.989,97.536,192.139,128.295,4,2080208
35080,10460543,30102,1,Somerton Creek,202.264,212.214,228.216,166.44,97.376,77.007,69.858,76.644,71.26,74.78,129.972,142.167,127.788,4,3010203
19583,8672515,30101,1,Sandy River,183.445,197.123,221.925,186.256,126.501,95.746,75.11,69.172,75.119,67.79,116.119,133.713,127.621,5,3010103
32180,10061449,20802,1,Chickahominy River,362.799,457.06,487.497,183.738,99.188,67.977,42.521,39.181,40.048,39.684,61.249,185.163,127.572,4,2080206
32193,10062119,20802,1,Chickahominy River,362.735,456.99,487.412,183.699,99.17,67.965,42.513,39.174,40.041,39.678,61.242,185.127,127.546,4,2080206
18575,8628827,30101,1,South Fork Roanoke River,154.198,171.898,198.678,190.396,145.405,108.878,77.298,71.483,89.144,141.45,138.512,126.037,127.151,5,3010101
15164,8501990,20801,1,North Anna River,346.551,427.626,435.988,163.993,97.489,68.028,41.72,35.599,39.305,43.466,117.177,207.912,127.002,4,2080106
17437,8574811,20802,1,Byrd Creek,352.328,442.108,453.667,172.864,95.334,66.99,41.779,36.67,38.499,45.208,97.61,195.806,126.899,4,2080205
16550,8539639,20802,1,Buffalo Creek,298.756,390.588,402.776,174.01,121.87,80.602,44.551,34.928,41.987,81.141,123.446,189.545,126.835,4,2080202
16824,8546853,20802,1,Slate River,338.065,431.35,438.976,171.954,108.862,72.384,43.127,37.051,40.116,41.859,104.681,191.193,126.792,4,2080203
18558,8628719,30101,1,South Fork Roanoke River,150.027,181.522,224.929,213.308,151.204,117.711,66.08,56.987,76.472,78.202,99.139,107.234,126.496,5,3010101
32132,10054924,20802,1,Nansemond River,360.217,454.264,465.168,170.051,84.924,59.658,41.375,39.088,39.681,44.614,96.438,189.441,126.431,4,2080208
166,437464,50702,1,Knox Creek,318.258,422.604,271.201,169.442,132.931,78.4,49.05,35.406,30.044,47.922,117.984,185.019,126.053,5,5070201
18576,8628833,30101,1,South Fork Roanoke River,152.554,169.952,196.343,188.239,143.92,107.732,76.479,70.645,88.446,141.083,138.33,125.169,125.938,5,3010101
60034,933010031,30102,1,Northwest River,200.933,214.098,230.114,163.017,94.916,75.189,68.332,79.892,73.867,60.01,118.988,137.856,125.628,4,3010205
2110,1088041,50702,1,Pound River,253.715,301.506,248.064,161.088,142.457,75.366,44.892,34.941,35.778,69.424,118.394,166.458,125.455,4,5070202
16412,8538333,20802,1,Calfpasture River,205.921,296.083,388.045,197.223,136.778,94.091,48.084,39.26,62.183,110.341,127.638,173.037,125.324,3,2080202
39813,11583066,30102,1,Blackwater River,201.372,215.482,245.187,175.35,103.782,78.978,69.963,77.499,80.637,64.965,67.215,128.853,125.026,4,3010202
17436,8574805,20802,1,Byrd Creek,347.391,436.907,447.699,170.034,93.958,66.067,41.213,36.192,38.011,44.667,96.391,192.807,124.875,4,2080205
10548,5906829,20700,1,Hawksbill Creek,276.173,358.595,385.232,166.568,104.387,76.326,42.539,38.859,64.382,101.239,130.837,197.992,124.458,3,2070005
35391,10476875,30102,1,North Landing River,204.873,228.698,243.366,166.795,98.129,77.325,73.631,91.519,80.791,67.072,57.839,119.698,124.358,4,3010205
39835,11583350,30102,1,Blackwater River,200.142,214.191,243.742,174.266,103.147,78.485,69.532,76.996,80.21,64.654,66.785,128.104,124.268,4,3010202
35076,10460525,30102,1,Somerton Creek,195.814,205.346,220.868,160.994,94.203,74.456,67.572,74.025,69.148,73.318,127.342,138.173,123.809,4,3010203
21013,8718907,30102,1,Stony Creek,197.443,212.357,243.236,184.073,102.813,65.865,50.943,51.305,79.344,89.79,94.897,111.19,123.232,4,3010201
16650,8540159,20802,1,Little Calfpasture River,262.485,357.641,382.634,166.726,122.654,82.903,45.466,36.255,46.708,98.112,123.978,184.986,122.74,3,2080202
12058,6906091,50500,1,Indian Creek,280.925,418.945,293.865,184.453,140.56,84.024,51.837,38.415,36.262,41.979,75.323,151.083,122.174,4,5050002
46308,14640009,60102,1,North Fork Clinch River,212.987,225.202,231.379,181.985,155.018,83.941,54.976,38.735,30.756,49.952,90.821,150.825,122.169,4,6010205
17435,8574799,20802,1,Byrd Creek,340.327,429.501,439.196,166.015,92.02,64.741,40.414,35.508,37.311,43.89,94.596,188.527,121.996,4,2080205
17576,8607357,20802,1,Swift Creek,355.489,447.628,475.103,181.499,91.078,62.183,40.112,34.965,40.326,37.861,56.934,170.704,121.88,4,2080207
30295,9250962,30401,1,Lewis Fork,136.38,156.997,184.803,169.149,138.486,107.865,75.884,68.342,79.016,164.09,158.204,122.783,121.238,4,3040101
15352,8505864,20801,1,Little River,193.901,212.978,243.636,178.209,123.24,77.913,45.448,41.14,47.094,61.685,87.878,127.152,120.412,4,2080106
14358,8457352,20801,1,Dragon Swamp,157.55,195.919,236.554,188.548,128.277,75.066,53.205,57.168,80.888,62.293,85.541,115.757,120.33,4,2080102
20359,8679537,30101,1,Town Fork Creek,172.903,183.494,210.006,169.94,116.745,88.137,69.966,65.333,68.082,72.905,116.61,133.444,120.237,4,3010103
11413,6888016,50500,1,Reed Creek,292.413,419,277.17,161.445,134.101,79.369,47.757,34.919,32.304,44.612,97.352,157.81,120.022,4,5050001
14356,8457336,20801,1,Dragon Swamp,169.569,159.982,162.037,146.488,113.978,80.345,52.175,48.345,89.234,87.741,125.796,133.465,119.884,4,2080102
17636,8608665,20802,1,Deep Creek,327.881,410.711,432.851,177.093,93.66,63.755,40.614,35.013,41.658,44.191,80.301,165.919,119.472,4,2080207
17767,8610893,20802,1,Buffalo Creek,210.788,219.596,253.194,164.898,108.457,77.698,54.149,49.73,62.068,72.907,93.868,134.578,118.34,4,2080207
15844,8522745,20802,1,Catawba Creek,232.094,296.091,350.492,203.394,119.197,85.695,40.895,36.338,40.632,39.295,57.602,120.572,118.056,4,2080201
